"nixtamaliz*"  (All Fields) AND "corn" OR "maize"  (All Fields)
Timespan:2010-2023. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"YIELD AND QUALITY OF TUXPENO V-520C MAIZE ADAPTED THROUGH MASS SELECTION TO HIGHLANDS, MEXICO","Lopez-Morales, Fernando; Gricelda Vazquez-Carrillo, Ma; Jesus Garcia-Zavala, J.; Reyes-Lopez, Delfino; Bonilla-Barrientos, Olga; Esquivel-Esquivel, Gilberto; Garcia, Ligia; Hernandez-Salinas, Gregorio; Perez-Jimenez, Genaro; Herrera-Perez, Lusmila; Molina-Galan, Jose D.","","","","REVISTA FITOTECNIA MEXICANA","2021","2021","44","2","","","","231","239","","","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Production of tortillas from nixtamalized corn flour enriched with Andean crops flours: Faba-bean (Vicia faba) and white-bean (Phaseolus vulgaris)","Salazar, Diego; Rodas, Mayra; Arancibia, Mirari","","","","EMIRATES JOURNAL OF FOOD AND AGRICULTURE","OCT 2020","2020","32","10","","","","731","738","","10.9755/ejfa.2020.v32.i10.2179","","","1","0.25","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Changes provoked by nixtamalization and tortilla making in the lipids of two corn varieties. A study by H-1 NMR","Alberdi-Cedeno, Jon; Molina, Mitsy; Yahuaca-Juarez, Berenice; Ibargoitia, Maria L.; Guillen, Maria D.","","","","FOOD CHEMISTRY","MAY 2020","2020","313","","","","","","","126079","10.1016/j.foodchem.2019.126079","","","1","0.25","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Characteristic on infants biscuit for complementary feeding through fortificant paste of natural folic acid as smart food","Susilowati, Agustine; Maryati, Yati; Aspiyanto","","","","INTERNATIONAL CONFERENCE ON SUSTAINABLE CEREALS AND CROPS PRODUCTION SYSTEMS IN THE TROPICS","2020","2020","484","","","","","","","012131","10.1088/1755-1315/484/1/012131","International Conference on Sustainable Cereals and Crops Production Systems in the Tropics (ICFST)","SEP 23-25, 2019","1","0.25","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Effect of soybean bagasse addition on texture, sensory properties, and protein quality of maize tortillas","Elizabeth Hernandez-Reyes, Karina; Montemayor-Mora, Gabriela; Perez-Carrillo, Esther; De la Rosa-Millan, Julian; Garcia-Villanueva, Cristina; Serna-Saldivar, Sergio O.","","","","CEREAL CHEMISTRY","MAR-APR 2019","2019","96","2","","","","283","291","","10.1002/cche.10120","","","1","0.20","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"The RVA as a rapid tool to screen maize genotypes for the tortilla-making process in a breeding program","Gricelda Vazquez-Carrillo, Maria; Santiago-Ramos, David","","","","JOURNAL OF CEREAL SCIENCE","MAR 2019","2019","86","","","","","22","25","","10.1016/j.jcs.2018.12.021","","","1","0.20","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Changes in masa and tortillas obtained from maize irradiated and nixtamalized with nejayote","Valderrama-Bravo, C.; Dominguez-Pacheco, F. A.; Hernandez-Aguilar, C.; Sanchez-Hernandez, G.; Perez-Reyes, C.; Contreras-Padilla, M.; Rojas-Gonzalez, T.; Oaxaca-Luna, A.","","","","INTERNATIONAL AGROPHYSICS","JUL 2018","2018","32","3","","","","387","394","","10.1515/intag-2017-0030","","","1","0.17","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Chemical acetylation of nixtamalized maize flour and structural, rheological and physicochemical properties of flour, dough and tortillas","Arambula-Villa, G.; Figueroa-Rivera, M. G.; Rendon-Villalobos, R.; Mendoza-Elos, M.; Figueroa-Cardenas, J. D.; Castanedo-Perez, R.; Rodriguez-Gonzalez, F.","","","","JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE","MAR 2018","2018","55","3","","","","1065","1073","","10.1007/s13197-017-3021-x","","","1","0.17","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Differences in Ratio of Tempeh Pasta and Fermented Vegetables Mixture and Nixtamalized Corn in Preparing Fortificant Powder of Natural Folic Acid","Susilowati, Agustine; Maryati, Yati; Aspiyanto, Aspiyanto","","","Kusumawati, Y; Fatmawati, S; Purnomo, AS; Kurniawan, F; Juwono, H","3RD INTERNATIONAL SEMINAR ON CHEMISTRY: GREEN CHEMISTRY AND ITS ROLE FOR SUSTAINABILITY","2018","2018","2049","","","","","","","030007","10.1063/15082508","3rd International Seminar on Chemistry (ISoC) - Green Chemistry and its Role for Sustainability","JUL 18-19, 2018","1","0.17","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Fortification of Natural Folic Acid Powder and Its Identification in Preparation of Infant Biscuit for Complementary Feeding","Susilowati, Agustine; Udin, Zalinar; Lotulung, Puspa Dewi; Maryati, Yati; Aspiyanto, Aspiyanto; Andreas, Andreas; Fahmiati, Sri","","","Jenie, SNA; Dwiatmoko, AA; Fitriady, MA","PROCEEDINGS OF THE 4TH INTERNATIONAL SYMPOSIUM ON APPLIED CHEMISTRY 2018","2018","2018","2024","","","","","","","020008","10.1063/1.5064294","4th International Symposium on Applied Chemistry (ISAC)","NOV 01-02, 2018","1","0.17","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"Flavonoid type soluble phenolics and antioxidant capacity in creole pigmented maize (Zea mays) genotypes","Quintanilla-Rosales, V. L.; Galindo-Luna, K.; Zavala-Garcia, F.; Pedroza-Flores, J. A.; Heredia, J. B.; Urias-Orona, V.; Muy-Rangel, M. D.; Nino-Medina, G.","","","","ITEA-INFORMACION TECNICA ECONOMICA AGRARIA","DEC 2017","2017","113","4","","","","325","334","","10.12706/itea.2017.020","","","1","0.14","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Alkaline cooking and tortilla quality in maize grains from the humid, tropical lands of Mexico","Jimenez-Juarez, J. A.; Arambula-Villa, G.; de la Cruz-Lazaro, E.; Aparicio-Trapala, M. A.","","","","PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY","2015","2015","84","1","","","","1","7","","","","","1","0.11","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Calcium content and speciation in alkaline-cooked corn studied by synchrotron Ca K-edge X-ray absorption spectroscopy","Caballero-Briones, F.; Espinosa-Faller, F. J.; Rejon, V.; Chale, F.; Hernandez-Rodriguez, E.; Zapata-Navarro, A.; Pena, J. L.","","","","JOURNAL OF CEREAL SCIENCE","JUL 2014","2014","60","1","","","","7","10","","10.1016/j.jcs.2014.02.005","","","1","0.10","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"PHYSICOCHEMICAL PROPERTIES OF YELLOW MAIZE-PEANUT FORTIFIED TORTILLAS","Ramota, Karim Olayinka; Adeoye, Oyeyinka Samson; Ojo, Kayode Rowland Monday; Oluwatosin, Ogunjobi; Alima, Ibrahim","","","","CARPATHIAN JOURNAL OF FOOD SCIENCE AND TECHNOLOGY","2014","2014","6","2","","","","123","130","","","","","1","0.10","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"Laser Light Scattering System Used to Evaluate the Effect of Calcium Hydroxide on the Properties of Amylopectin","Yahuaca-Juarez, Berenice; de Dios Ortiz-Alvarado, Juan; Eduardo Martinez-Flores, Hector; Pless, Reynaldo C.; Vazquez-Landaverde, Pedro A.; Arturo Bello-Perez, Luis; Adalberto Huerta-Ruelas, Jorge","","","","FOOD ANALYTICAL METHODS","AUG 2013","2013","6","4","","","","1188","1195","","10.1007/s12161-012-9525-0","","","1","0.09","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Extruded nixtamalized corn flour for making tortilla: the effect of xylanase on the depolymerization of ferulated arabinoxylans","Platt-Lucero, L. C.; Ramirez-Wong, B.; Carvajal-Millan, E.; Torres-Chavez, P. I.; Morales-Rosas, I.; Lopez-Mazon, S. L.; Tapia-Ayala, G. I.","","","","CYTA-JOURNAL OF FOOD","MAY 1 2013","2013","11","","","1","SI","84","89","","10.1080/19476337.2013.784364","","","1","0.09","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"CHARACTERISTICS OF KERNELS AND TORTILLAS OF QUALITY PROTEIN MAIZE DEVELOPED FOR THE CENTRAL HIGHLANDS OF MEXICO","Vazquez Carrillo, Ma Gricelda; Mejia Andrade, Hugo; Tut Couoch, Casiano; Gomez Montiel, Noel","","","","REVISTA FITOTECNIA MEXICANA","JAN-MAR 2012","2012","35","1","","","","23","31","","","","","1","0.08","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"Physicochemical and sensory assessment of partial corn substitutions with carotenoid-containing non-traditional flours during tortilla preparation","Artavia, Graciela; Arias-Alvarez, Carlos; Cortes-Herrera, Carolina; Granados-Chinchilla, Fabio","","","","COGENT FOOD & AGRICULTURE","DEC 31 2022","2022","8","1","","","","","","2122273","10.1080/23311932.2022.2122273","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gut metabolites produced during in vitro colonic fermentation of the indigestible fraction of a maize-based traditional Mexican fermented beverage, Tejuino","Eduardo Rubio-Castillo, Angel; Zamora-Gasga, Victor M.; Sanchez-Burgos, Jorge A.; Ruiz-Valdiviezo, Victor M.; Montalvo-Gonzalez, Efigenia; Velazquez-Estrada, Rita M.; Gonzalez-Cordova, Aaron F.; Sayago-Ayerdi, Sonia G.","","","","FOOD CHEMISTRY: MOLECULAR SCIENCES","DEC 30 2022","2022","5","","","","","","","100150","10.1016/j.fochms.2022.100150","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Novel Combination of the Biophysical, Nutritional, and Nutraceutical Properties in Subtropical Pigmented Maize Hybrids","Tiessen-Favier, Axel; Escalante-Aburto, Anayansi; Espinosa-Leal, Claudia; Garcia-Lara, Silverio","","","","PLANTS-BASEL","DEC 2022","2022","11","23","","","","","","3221","10.3390/plants11233221","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Changes in the physicochemical properties of maize endosperm, endosperm fractions, and isolated starches because of nixtamalization","Gutierrez-Cortez, Elsa; Hernandez-Becerra, Ezequiel; Londono-Restrepo, Sandra M.; Millan-Malo, Beatriz M.; Morales-Sanchez, Eduardo; Gaytan-Martinez, Marcela; Rodriguez-Garcia, Mario E.","","","","JOURNAL OF CEREAL SCIENCE","NOV 2022","2022","108","","","","","","","103583","10.1016/j.jcs.2022.103583","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Biochemical and Structural Characterization of Ferulated Arabinoxylans Extracted from Nixtamalized and Non-Nixtamalized Maize Bran","Hussain, Muzzamal; Saeed, Farhan; Niaz, Bushra; Imran, Ali; Tufail, Tabussam","","","","FOODS","NOV 2022","2022","11","21","","","","","","3374","10.3390/foods11213374","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nixtamalization process affect maize tortillas storage quality","Mariscal-Moreno, Rosa Maria; Sanchez, Karina Ramirez; Figueroa Cardenas, Juan de Dios","","","","INTERNATIONAL JOURNAL OF GASTRONOMY AND FOOD SCIENCE","DEC 2022","2022","30","","","","","","","100604","10.1016/j.ijgfs.2022.100604","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Effect of Primary By-Product (Nejayote) of the Nixtamalization on Fungal Growth","Diaz-Montes, Elsa; Manuel Rodriguez-Romero, Victor; Ivonne Arzola-Rodriguez, Silvia","","","","WASTE AND BIOMASS VALORIZATION","","2022","","","","","","","","","10.1007/s12649-022-01932-5","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Explorative Study of Reactive Extrusion over Nixtamalization-Maize Pericarp Residue: Effect on Dietary Fiber, Resistant Starch, and Nixtamalized Corn Flour Tortillas","Vazquez-Villegas, Patricia; Sanchez, Marli; Heredia-Olea, Erick; Perez-Carrillo, Esther","","","","STARCH-STARKE","NOV 2022","2022","74","11-12","","","","","","2200097","10.1002/star.202200097","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Development of a low-cost solar cooker for nixtamalization of maize based on multi-composite geometry","Servin-Campuzano, Hermelinda; Gonzalez-Aviles, Mauricio; Rodriguez Morales, Jose Angel","","","","CASE STUDIES IN THERMAL ENGINEERING","NOV 2022","2022","39","","","","","","","102384","10.1016/j.csite.2022.102384","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Physical and Chemical Characteristics of Native Maize from the Jalisco Highlands and Their Influence on the Nixtamalization Process","Ramirez-Vega, Humberto; Vazquez-Carrillo, Gricelda; Munoz-Rosales, Gabriela Minerva; Martinez-Loperena, Raquel; Heredia-Nava, Darwin; Martinez-Sifuentes, Jose Angel; Anaya-Esparza, Luis Miguel; Gomez-Rodriguez, Victor Manuel","","","","AGRICULTURE-BASEL","SEP 2022","2022","12","9","","","","","","1293","10.3390/agriculture12091293","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Microbial quality, safety, sensory acceptability, and proximate composition of a fermented nixtamalized maize (Zea mays L.) beverage","Ramos, Patricia Isabel K.; Tuano, Arvin Paul P.; Juanico, Clarissa B.","","","","JOURNAL OF CEREAL SCIENCE","SEP 2022","2022","107","","","","","","","103521","10.1016/j.jcs.2022.103521","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nanomechanical, Structural and Antioxidant Characterization of Nixtamalized Popcorn Pericarp","Edith Rojas-Candelas, Liliana; Diaz-Ramirez, Mayra; Armando Rayas-Amor, Adolfo; Gabriela Cruz-Monterrosa, Rosy; Vicente Mendez-Mendez, Juan; Villanueva-Carvajal, Adriana; de Jesus Cortes-Sanchez, Alejandro","","","","APPLIED SCIENCES-BASEL","JUL 2022","2022","12","13","","","","","","6789","10.3390/app12136789","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tortillas made from nixtamalized maize and extruded chickpea flours: A product with improved in vitro nutritional and antihypertensive properties","Bon-Padilla, Brenda K.; Reyes-Moreno, Cuauhtemoc; Milan-Carrillo, Jorge; Reynoso-Camacho, Rosalia; Gomez-Aldapa, Carlos A.; Gomez-Favela, Mario A.; Gutierrez-Dorado, Roberto","","","","CEREAL CHEMISTRY","SEP 2022","2022","99","5","","","","1154","1165","","10.1002/cche.10577","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Maize: an underexploited golden cereal crop","Kaushal, Manisha; Sharma, Ruchi; Vaidya, Devina; Gupta, Anil; Saini, Harpreet Kaur; Anand, Anupama; Thakur, Chahat; Verma, Aastha; Thakur, Manisha; Priyanka; Dileep, K. C.","","","","CEREAL RESEARCH COMMUNICATIONS","","2022","","","","","","","","","10.1007/s42976-022-00280-3","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cortical bone maintenance and loss in Colonial Mexico City: Analysis of sex- and age-related differences","Wesp, Julie K.; Hernandez Lopez, Paulina Elizabeth","","","","INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY","JUL 2022","2022","32","4","","","","845","855","","10.1002/oa.3111","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evaluation of nixtamalization temperature and adding nejayote solids on textural and color properties of dough and tortillas","Guzman-Rodriguez, F. J.; Pena-Reyes, R. A.; Gomez-Ruiz, L.; Ramirez-Romero, G. A.; Cruz-Guerrero, A. E.","","","","REVISTA MEXICANA DE INGENIERIA QUIMICA","MAY-AUG 2022","2022","21","2","","","","","","Alim2737","10.24275/rmiq/Alim2737","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Suitability of Argentinian maize hybrids for polenta production","Francisco Bongianino, Nicolas; Eugenia Steffolani, Maria; Alberto Biasutti, Carlos; Edel Leon, Alberto","","","","INTERNATIONAL JOURNAL OF FOOD SCIENCE AND TECHNOLOGY","AUG 2022","2022","57","8","","","SI","4859","4867","","10.1111/ijfs.15726","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Variability in changes of acrylamide precursors during nixtamalization for masa production","Renk, Jonathan S.; Burns, Michael J.; Gilbert, Amanda M.; Anderson, Nickolas; Waters, Amanda J.; Eickholt, David P.; Kalambur, Sathya; Annor, George A.; Hirsch, Candice N.","","","","LWT-FOOD SCIENCE AND TECHNOLOGY","MAY 1 2022","2022","161","","","","","","","113400","10.1016/j.lwt.2022.113400","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mechanical separation of a nixtamalization by-product (nejayote) and scaling of filtration conditions from a pilot filter to a press filter of higher area","Valderrama-Bravo, C.; Fuentes-Prado, E.; Porras-Godinez, M. R.; Ramirez-Ortiz, M. E.; Reyna-Granados, M. A.; Gutierrez-Cortez, E.","","","","JOURNAL OF FOOD ENGINEERING","SEP 2022","2022","328","","","","","","","111058","10.1016/j.jfoodeng.2022.111058","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Effect of amaranth addition on texture of maize tortilla produced from extruded composite flours","Almirudis-Echeverria, Socrates J.; Torres-Chavez, Patricia, I; Ramirez-Wong, Benjamin; Ledesma-Osuna, Ana, I; Montano-Leyva, Beatriz; Espinoza-Acosta, Jose L.; Sanchez-Machado, Dalia, I","","","","CEREAL CHEMISTRY","JUL 2022","2022","99","4","","","","724","730","","10.1002/cche.10535","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"EVALUATION OF PHYSIO-CHEMICAL CHARACTERISTICS AND ACRYLAMIDE CONTENT IN CRISP FRIED DOUGH WAFERS MADE FROM NIXTAMALIZED PEARL MILLET","Pandey, Supriya; Ghosh, Rakesh; Suryawanshi, Deodatt; Waghmare, Roji","","","","JOURNAL OF MICROBIOLOGY BIOTECHNOLOGY AND FOOD SCIENCES","JUN-JUL 2022","2022","11","6","","","","","","","10.55251/jmbfs.3186","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Content and bioaccessibility of phenolic compounds in blue corn products and tortillas using traditional and ecological nixtamalization","Mendez Lagunas, Lilia L.; Garcia Rojas, Daniel Alberto; Andres Grau, Ana M.; Barriada Bernal, Luis Gerardo; Rodriguez Ramirez, Juan","","","","INTERNATIONAL JOURNAL OF GASTRONOMY AND FOOD SCIENCE","MAR 2022","2022","27","","","","","","","100443","10.1016/j.ijgfs.2021.100443","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evaluation of the impact of pre- and post-harvest maize handling practices on mycotoxin contamination on smallholder farms in Guatemala","Garsow, A.; Mendez, D.; Torres, O.; Kowalcyk, B.","","","","WORLD MYCOTOXIN JOURNAL","2022","2022","15","3","","","","261","268","","10.3920/WMJ2021.2701","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Extrusion process of maize grits used for nixtamalization","Olsanikova, Kristyna; Sarka, Evzen; Smrckova, Petra","","","","CZECH JOURNAL OF FOOD SCIENCES","2022","2022","40","2","","","","138","146","","10.17221/188/2021-CJFS","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Influence of nixtamalization cooking ingredients on the minerals composition of nixtamalized maize and sorghum","Odukoya, Julianah Olayemi; De Saeger, Sarah; De Boevre, Marthe; Adegoke, Gabriel Olaniran; Audenaert, Kris; Croubels, Siska; Antonissen, Gunther; Odukoya, Johnson Oluwaseun; Njobeh, Patrick Berka","","","","JOURNAL OF CEREAL SCIENCE","JAN 2022","2022","103","","","","","","","103373","10.1016/j.jcs.2021.103373","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LIME-COOKING OF MAIZE, THE AXIS IN THE MESOAMERICAN CULTURE, HAD A PRECEDENT IN THE FIGHT AGAINST INSECTS","Lagunes-Tejeda, Angel; Rodriguez-Maciel, J. Concepcion; Silva-Aguayo, Gonzalo; Rodriguez-Lagunes, Daniel Arturo","","","","AGROCIENCIA","NOV-DEC 2021","2021","55","8","","","","711","718","","10.47163/agrociencia.v55i8.2663","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Corn Tortilla added with Brosimum alicastrum flour: Physicochemical properties and antioxidant activity","Manuel Moo-Huchin, Victor; Johanna Gongora-Chi, Guadalupe; Sauri-Duch, Enrique; Carlos Canto-Pinto, Jorge; Betancur-Ancona, David; Guadalupe Ramon-Canul, Lorena","","","","CIENCIA ERGO-SUM","NOV 2021","2021","28","3","","","","","","e129","10.30878/ces.v28n3a1","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mixing effect on prolamins solubility and rheological properties of corn dough during processing for tortilla production","Denise Chaidez-Laguna, Leslie; Torres-Chavez, Patricia; Ramirez-Wong, Benjamin; Marquez-Rios, Enrique; Rosa Islas-Rubio, Alma; Carvajal-Millan, Elizabeth; Enrique Gerardo-Rodriguez, Jesus","","","","BIOTECNIA","2021","2021","23","2","","","","96","102","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Optimization of lipophilic compounds in tortillas from native pigmented maize obtained from flours by the lime cooking extrusion process","Mora-Rochin, Saraid; Menchaca-Armenta, Mariela; Milan-Noris, Ada K.; Alejandra Gutierrez-Uribe, Janet; Cuevas-Rodriguez, Edith O.; Reyes-Moreno, Cuauhtemoc; Milan-Carrillo, Jorge","","","","BIOTECNIA","2021","2021","23","2","","","","65","72","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tortilla chips made with white sorghum and corn: Comparison of sensory and physicochemical characteristics with corn-made commercial products","Gutierrez-Salomon, Ana Luisa; Aguilar-Raymundo, Victoria Guadalupe; Barajas-Ramirez, Jahir Antonio","","","","JOURNAL OF FOOD PROCESSING AND PRESERVATION","SEP 2020","2020","44","9","","","","","","e14642","10.1111/jfpp.14642","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"EVALUATION OF THE PHYSICAL-CHEMICAL, MICROBIOLOGICAL, SENSORY AND FUNCTIONAL PROPERTIES OF MAIZE FLOURS (Zea mays) OBTAINED BY HANDMADE PROCESS OF NIXTAMALIZATION","Jorge, Olaechea; Luis, Chaparro","","","","AGROINDUSTRIA SOCIEDAD Y AMBIENTE ASA","JAN-JUN 2020","2020","1","14","","","","4","20","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Potency of Modified Cassava Flour as Binder and Thickener in Formulation of Instant Infant Porridge using Fortificant of Natural Folic Acid","Susilowati, Agustine; Maryati, Yati; Aspiyanto","","","","2ND INTERNATIONAL CONFERENCE ON CHEMISTRY AND MATERIAL SCIENCE (IC2MS)","2020","2020","833","","","","","","","012049","10.1088/1757-899X/833/1/012049","2nd International Conference on Chemistry and Material Science (IC2MS)","NOV 02-03, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Quality characteristics of snacks produced from nixtamalized corn flours of new drought-tolerant yellow corn hybrids","Yaseen, Attia A.; Hussein, Ahmed M.; Esmail, Ramadan M.; Mohammad, Ayman A.","","","","FOODS AND RAW MATERIALS","2020","2020","8","2","","","","392","401","","10.21603/2308-4057-2020-2-392-401","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Effect of Calcium Salts Concentration on the Viscoelastic Properties of Sintered Tablets from Flours and Tortillas Evaluated by Stress-Relaxation Tests","Ponce-Garcia, Nestor; Santiago-Ramos, David; de Dios Figueroa-Cardenas, Juan; Juan Veles-Medina, Jose; Escalante-Aburto, Anayansi","","","","JOURNAL OF FOOD SCIENCE","DEC 2019","2019","84","12","","","","3653","3663","","10.1111/1750-3841.14941","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Effects of exposure to nixtamalization liquid on bone collagen delta C-13 and delta N-15 and archaeological implications","Colaninno, Carol E.; Hadden, Carla S.; Springman, Shana J.; Chick, John H.; Allison, Julia R.; Brauer, Maria S.; Camp, Courtney; Huaylinos, Alexander C.; Klush, Sarah A.; Lange, Emily R.; Mcbride, Jennifer M.; Mullenax, Olivia A.; Ridley, Hunter; Umbricht, Patricia M.","","","","JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS","OCT 2019","2019","27","","","","","","","101935","10.1016/j.jasrep.2019.101935","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Effect of High-Energy Milling on Bioactive Compounds and Antioxidant Capacity in Nixtamalized Creole Corn Flours","Yuritzi Amador-Rodriguez, Karla; Martinez-Bustos, Fernando; Silos-Espino, Hector","","","","PLANT FOODS FOR HUMAN NUTRITION","JUN 2019","2019","74","2","","","","241","246","","10.1007/s11130-019-00727-9","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Proximate and calcium analysis of nixtamalized corn grits as a raw material of Gorontalo traditional meal, Indonesia","Kadir, Sunarto; Ahmad, Lisna; Bait, Yoyanda","","","","NUSANTARA BIOSCIENCE","MAY 2019","2019","11","1","","","","56","62","","10.13057/nusbiosci/n110110","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Impact of Soaking Time at Room Temperature on the Physicochemical Properties of Maize and Potato Starch Granules","Alvarez-Ramirez, Jose; Vernon-Carter, Eduardo Jaime; Carrillo-Navas, Hector; Meraz, Monica","","","","STARCH-STARKE","MAR 2019","2019","71","3-4","","","","","","1800126","10.1002/star.201800126","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nixtamalization Application as A Quality Improvement of Corn Flour","Musita, Nanti; Nurdjanah, Siti; Oktiani, Devi","","","Ariyanto, T; Rochmadi; Prasetyo, I; Putri, NRE","11TH REGIONAL CONFERENCE ON CHEMICAL ENGINEERING (RCCHE 2018)","2019","2019","2085","","","","","","","020037","10.1063/1.5095015","11th Regional Conference on Chemical Engineering (RCChE)","NOV 07-08, 2018","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Formulation of Instant Porridge by using Natural Folic Acid Fortificant as a Complementary Infant Feeding","Susilowati, Agustine; Maryati, Yati; Aspiyanto","","","Arutanti, O; Randy, A; Fitriady, MA","PROCEEDINGS OF THE 5TH INTERNATIONAL SYMPOSIUM ON APPLIED CHEMISTRY 2019","2019","2019","2175","","","","","","","020014","10.1063/1.5134578","5th International Symposium on Applied Chemistry (ISAC)","OCT 23-24, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RESEARCH AS A DIDACTIC PRINCIPLE FOR A WATER TREATMENT COURSE: REDUCTION OF WASTEWATER CONTAMINANTS OF THE NIXTAMALIZATION OF THE MAIZE (NEJAYOTE)","Vargas-Rodriguez, Yolanda M.; Obaya, Adolfo E.; Delgadillo, Graciela R.; Vargas-Rodriguez, Guadalupe, I; Montano, Carlos","","","","AVANCES EN CIENCIAS E INGENIERIA","OCT-DEC 2018","2018","9","4","","","","29","44","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Study of the functionality of nixtamalized maize flours and tortillas added with microcapsules of ferrous fumarate and folic acid","Martinez-Bustos, Fernando; Cruz Sanchez, Alejandro; Ortega-Martinez, Areli del C.; Aguilar-Palazuelos, Ernesto","","","","CEREAL CHEMISTRY","SEP-OCT 2018","2018","95","5","","","","699","707","","10.1002/cche.10084","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
